trade_id,timestamp,ticker,account_id,side,price,volume,flag_wash_trade,flag_marking_close,flag_volume_anomaly,flagged
325,2026-05-27 09:52:00,AMZN,ACC0050,BUY,293.58,1130,False,False,False,False
684,2026-05-27 09:53:00,XOM,ACC0014,BUY,318.42,574,False,False,False,False
576,2026-05-27 09:53:00,JPM,ACC0023,SELL,390.89,813,False,False,False,False
813,2026-05-27 09:54:00,NFLX,ACC0000,BUY,326.26,518,False,False,False,False
3,2026-05-27 09:54:00,AAPL,ACC0051,BUY,320.93,117,False,False,False,False
814,2026-05-27 09:54:00,NFLX,ACC0039,BUY,327.77,369,False,False,False,False
326,2026-05-27 09:55:00,AMZN,ACC0052,BUY,293.42,163,False,False,False,False
577,2026-05-27 09:55:00,JPM,ACC0033,SELL,391.25,237,False,False,False,False
578,2026-05-27 09:56:00,JPM,ACC0031,BUY,390.56,42,False,False,False,False
579,2026-05-27 09:56:00,JPM,ACC0033,SELL,391.27,860,False,False,False,False
580,2026-05-27 09:56:00,JPM,ACC0011,BUY,390.68,184,False,False,False,False
4,2026-05-27 09:56:00,AAPL,ACC0016,SELL,321.26,173,False,False,False,False
327,2026-05-27 09:56:00,AMZN,ACC0034,SELL,293.25,509,False,False,False,False
815,2026-05-27 09:56:00,NFLX,ACC0033,SELL,327.27,171,False,False,False,False
816,2026-05-27 09:57:00,NFLX,ACC0052,SELL,327.59,212,False,False,False,False
110,2026-05-27 09:57:00,MSFT,ACC0021,SELL,203.95,263,False,False,False,False
448,2026-05-27 09:58:00,TSLA,ACC0006,SELL,83.21,47,False,False,False,False
685,2026-05-27 09:58:00,XOM,ACC0037,BUY,318.47,246,False,False,False,False
447,2026-05-27 09:58:00,TSLA,ACC0020,SELL,83.37,494,False,False,False,False
581,2026-05-27 09:59:00,JPM,ACC0032,SELL,391.55,599,False,False,False,False
5,2026-05-27 09:59:00,AAPL,ACC0025,BUY,321.57,191,False,False,False,False
686,2026-05-27 09:59:00,XOM,ACC0022,SELL,318.25,799,False,False,False,False
328,2026-05-27 09:59:00,AMZN,ACC0030,SELL,293.63,180,False,False,False,False
817,2026-05-27 10:01:00,NFLX,ACC0008,SELL,328.01,214,False,False,False,False
582,2026-05-27 10:01:00,JPM,ACC0045,BUY,391.03,459,False,False,False,False
687,2026-05-27 10:01:00,XOM,ACC0057,SELL,317.88,161,False,False,False,False
688,2026-05-27 10:01:00,XOM,ACC0025,SELL,317.6,383,False,False,False,False
329,2026-05-27 10:02:00,AMZN,ACC0017,SELL,294.22,662,False,False,False,False
449,2026-05-27 10:02:00,TSLA,ACC0045,BUY,83.16,415,False,False,False,False
450,2026-05-27 10:03:00,TSLA,ACC0041,BUY,83.19,192,False,False,False,False
111,2026-05-27 10:03:00,MSFT,ACC0016,BUY,203.93,213,False,False,False,False
818,2026-05-27 10:03:00,NFLX,ACC0043,SELL,328.57,454,False,False,False,False
819,2026-05-27 10:03:00,NFLX,ACC0006,SELL,328.66,456,False,False,False,False
204,2026-05-27 10:04:00,GOOG,ACC0000,SELL,350.4,305,False,False,False,False
689,2026-05-27 10:04:00,XOM,ACC0024,BUY,317.88,146,False,False,False,False
583,2026-05-27 10:04:00,JPM,ACC0007,SELL,390.96,875,False,False,False,False
112,2026-05-27 10:05:00,MSFT,ACC0047,SELL,203.67,416,False,False,False,False
205,2026-05-27 10:05:00,GOOG,ACC0028,BUY,350.44,53,False,False,False,False
820,2026-05-27 10:05:00,NFLX,ACC0002,SELL,328.8,390,False,False,False,False
6,2026-05-27 10:05:00,AAPL,ACC0048,SELL,321.39,180,False,False,False,False
206,2026-05-27 10:06:00,GOOG,ACC0018,SELL,350.43,205,False,False,False,False
113,2026-05-27 10:06:00,MSFT,ACC0033,BUY,203.78,194,False,False,False,False
822,2026-05-27 10:06:00,NFLX,ACC0059,SELL,327.74,178,False,False,False,False
821,2026-05-27 10:06:00,NFLX,ACC0052,SELL,328.67,248,False,False,False,False
690,2026-05-27 10:06:00,XOM,ACC0024,SELL,318.29,111,False,False,False,False
584,2026-05-27 10:07:00,JPM,ACC0003,SELL,389.53,366,False,False,False,False
7,2026-05-27 10:07:00,AAPL,ACC0054,BUY,321.63,168,False,False,False,False
823,2026-05-27 10:07:00,NFLX,ACC0008,BUY,327.62,361,False,False,False,False
330,2026-05-27 10:07:00,AMZN,ACC0037,SELL,293.55,474,False,False,False,False
451,2026-05-27 10:07:00,TSLA,ACC0003,SELL,83.1,213,False,False,False,False
207,2026-05-27 10:08:00,GOOG,ACC0045,SELL,350.55,522,False,False,False,False
114,2026-05-27 10:08:00,MSFT,ACC0020,BUY,204.07,56,False,False,False,False
585,2026-05-27 10:08:00,JPM,ACC0041,SELL,389.48,196,False,False,False,False
824,2026-05-27 10:09:00,NFLX,ACC0042,SELL,326.82,185,False,False,False,False
825,2026-05-27 10:09:00,NFLX,ACC0003,SELL,327.2,75,False,False,False,False
691,2026-05-27 10:09:00,XOM,ACC0053,BUY,318.34,973,False,False,False,False
692,2026-05-27 10:09:00,XOM,ACC0027,BUY,317.69,147,False,False,False,False
586,2026-05-27 10:09:00,JPM,ACC0055,SELL,388.58,161,False,False,False,False
331,2026-05-27 10:09:00,AMZN,ACC0050,SELL,293.54,327,False,False,False,False
693,2026-05-27 10:10:00,XOM,ACC0032,BUY,317.49,159,False,False,False,False
208,2026-05-27 10:10:00,GOOG,ACC0024,BUY,349.93,102,False,False,False,False
826,2026-05-27 10:11:00,NFLX,ACC0021,BUY,327.32,282,False,False,False,False
452,2026-05-27 10:11:00,TSLA,ACC0013,BUY,83.15,80,False,False,False,False
694,2026-05-27 10:12:00,XOM,ACC0000,BUY,316.79,456,False,False,False,False
453,2026-05-27 10:12:00,TSLA,ACC0026,SELL,83.33,555,False,False,False,False
587,2026-05-27 10:13:00,JPM,ACC0041,BUY,387.65,417,False,False,False,False
115,2026-05-27 10:14:00,MSFT,ACC0024,BUY,203.46,73,False,False,False,False
332,2026-05-27 10:14:00,AMZN,ACC0012,SELL,293.62,308,False,False,False,False
8,2026-05-27 10:14:00,AAPL,ACC0030,BUY,321.84,416,False,False,False,False
333,2026-05-27 10:15:00,AMZN,ACC0058,BUY,292.35,189,False,False,False,False
827,2026-05-27 10:15:00,NFLX,ACC0031,SELL,327.36,342,False,False,False,False
695,2026-05-27 10:15:00,XOM,ACC0024,SELL,317.19,71,False,False,False,False
334,2026-05-27 10:16:00,AMZN,ACC0006,BUY,291.58,263,False,False,False,False
454,2026-05-27 10:16:00,TSLA,ACC0035,SELL,83.35,207,False,False,False,False
116,2026-05-27 10:16:00,MSFT,ACC0022,BUY,203.24,73,False,False,False,False
696,2026-05-27 10:16:00,XOM,ACC0001,BUY,316.7,246,False,False,False,False
588,2026-05-27 10:17:00,JPM,ACC0029,BUY,387.62,50,False,False,False,False
117,2026-05-27 10:18:00,MSFT,ACC0026,BUY,203.07,1696,False,False,False,False
335,2026-05-27 10:19:00,AMZN,ACC0005,SELL,291.73,117,False,False,False,False
9,2026-05-27 10:20:00,AAPL,ACC0036,BUY,321.64,229,False,False,False,False
336,2026-05-27 10:20:00,AMZN,ACC0018,BUY,292.38,158,False,False,False,False
118,2026-05-27 10:20:00,MSFT,ACC0046,BUY,203.21,70,False,False,False,False
209,2026-05-27 10:21:00,GOOG,ACC0008,SELL,349.71,33,False,False,False,False
589,2026-05-27 10:21:00,JPM,ACC0009,SELL,387.8,120,False,False,False,False
829,2026-05-27 10:21:00,NFLX,ACC0059,BUY,327.58,160,False,False,False,False
828,2026-05-27 10:21:00,NFLX,ACC0054,BUY,326.96,185,False,False,False,False
119,2026-05-27 10:22:00,MSFT,ACC0040,SELL,203.25,228,False,False,False,False
697,2026-05-27 10:22:00,XOM,ACC0038,SELL,317.58,1140,False,False,False,False
830,2026-05-27 10:22:00,NFLX,ACC0035,BUY,327.66,233,False,False,False,False
831,2026-05-27 10:23:00,NFLX,ACC0035,BUY,327.2,360,False,False,False,False
337,2026-05-27 10:23:00,AMZN,ACC0009,SELL,293.2,396,False,False,False,False
590,2026-05-27 10:24:00,JPM,ACC0051,SELL,387.54,211,False,False,False,False
10,2026-05-27 10:24:00,AAPL,ACC0021,SELL,321.0,110,False,False,False,False
338,2026-05-27 10:24:00,AMZN,ACC0002,BUY,293.45,79,False,False,False,False
11,2026-05-27 10:24:00,AAPL,ACC0045,SELL,320.56,180,False,False,False,False
832,2026-05-27 10:25:00,NFLX,ACC0001,SELL,327.22,195,False,False,False,False
833,2026-05-27 10:25:00,NFLX,ACC0040,SELL,327.09,71,False,False,False,False
120,2026-05-27 10:26:00,MSFT,ACC0012,SELL,203.45,141,False,False,False,False
455,2026-05-27 10:26:00,TSLA,ACC0054,SELL,83.38,491,False,False,False,False
591,2026-05-27 10:27:00,JPM,ACC0034,SELL,387.28,536,False,False,False,False
121,2026-05-27 10:27:00,MSFT,ACC0012,SELL,203.95,112,False,False,False,False
592,2026-05-27 10:28:00,JPM,ACC0046,BUY,386.88,122,False,False,False,False
211,2026-05-27 10:28:00,GOOG,ACC0009,SELL,349.11,566,False,False,False,False
340,2026-05-27 10:28:00,AMZN,ACC0015,SELL,293.66,300,False,False,False,False
339,2026-05-27 10:28:00,AMZN,ACC0014,BUY,293.36,165,False,False,False,False
210,2026-05-27 10:28:00,GOOG,ACC0031,BUY,349.27,156,False,False,False,False
122,2026-05-27 10:29:00,MSFT,ACC0050,BUY,203.89,752,False,False,False,False
456,2026-05-27 10:29:00,TSLA,ACC0057,BUY,83.3,94,False,False,False,False
12,2026-05-27 10:30:00,AAPL,ACC0058,BUY,320.92,115,False,False,False,False
698,2026-05-27 10:30:00,XOM,ACC0036,BUY,317.14,536,False,False,False,False
458,2026-05-27 10:30:00,TSLA,ACC0006,SELL,83.19,436,False,False,False,False
457,2026-05-27 10:30:00,TSLA,ACC0057,BUY,83.39,1040,False,False,False,False
212,2026-05-27 10:30:00,GOOG,ACC0050,BUY,348.65,358,False,False,False,False
593,2026-05-27 10:30:00,JPM,ACC0006,SELL,386.67,36,False,False,False,False
123,2026-05-27 10:30:00,MSFT,ACC0002,BUY,204.33,271,False,False,False,False
124,2026-05-27 10:31:00,MSFT,ACC0026,SELL,204.22,115,False,False,False,False
213,2026-05-27 10:32:00,GOOG,ACC0022,BUY,348.71,217,False,False,False,False
834,2026-05-27 10:32:00,NFLX,ACC0001,SELL,326.81,243,False,False,False,False
13,2026-05-27 10:32:00,AAPL,ACC0007,BUY,320.46,186,False,False,False,False
341,2026-05-27 10:32:00,AMZN,ACC0032,SELL,293.89,175,False,False,False,False
699,2026-05-27 10:33:00,XOM,ACC0007,SELL,316.67,363,False,False,False,False
342,2026-05-27 10:33:00,AMZN,ACC0007,BUY,293.2,670,False,False,False,False
214,2026-05-27 10:34:00,GOOG,ACC0013,BUY,348.38,1271,False,False,False,False
700,2026-05-27 10:34:00,XOM,ACC0023,BUY,316.78,637,False,False,False,False
14,2026-05-27 10:34:00,AAPL,ACC0027,BUY,320.67,295,False,False,False,False
459,2026-05-27 10:35:00,TSLA,ACC0021,SELL,83.2,49,False,False,False,False
594,2026-05-27 10:36:00,JPM,ACC0010,SELL,386.15,863,False,False,False,False
125,2026-05-27 10:37:00,MSFT,ACC0011,BUY,204.36,69,False,False,False,False
835,2026-05-27 10:37:00,NFLX,ACC0002,SELL,326.67,113,False,False,False,False
595,2026-05-27 10:38:00,JPM,ACC0013,SELL,386.79,724,False,False,False,False
215,2026-05-27 10:39:00,GOOG,ACC0053,BUY,348.42,103,False,False,False,False
836,2026-05-27 10:40:00,NFLX,ACC0015,SELL,326.78,317,False,False,False,False
460,2026-05-27 10:40:00,TSLA,ACC0031,SELL,83.07,287,False,False,False,False
15,2026-05-27 10:41:00,AAPL,ACC0029,BUY,319.97,259,False,False,False,False
216,2026-05-27 10:41:00,GOOG,ACC0011,SELL,348.63,381,False,False,False,False
701,2026-05-27 10:41:00,XOM,ACC0035,SELL,316.7,588,False,False,False,False
126,2026-05-27 10:41:00,MSFT,ACC0017,BUY,204.71,36,False,False,False,False
217,2026-05-27 10:42:00,GOOG,ACC0014,SELL,349.23,772,False,False,False,False
343,2026-05-27 10:42:00,AMZN,ACC0020,SELL,294.18,542,False,False,False,False
16,2026-05-27 10:43:00,AAPL,ACC0043,SELL,319.98,881,False,False,False,False
838,2026-05-27 10:43:00,NFLX,ACC0023,BUY,326.5,70,False,False,False,False
345,2026-05-27 10:43:00,AMZN,ACC0032,SELL,294.81,282,False,False,False,False
837,2026-05-27 10:43:00,NFLX,ACC0027,SELL,326.74,344,False,False,False,False
344,2026-05-27 10:43:00,AMZN,ACC0007,BUY,294.19,205,False,False,False,False
839,2026-05-27 10:44:00,NFLX,ACC0018,BUY,325.65,129,False,False,False,False
218,2026-05-27 10:44:00,GOOG,ACC0017,SELL,349.95,54,False,False,False,False
127,2026-05-27 10:45:00,MSFT,ACC0051,SELL,204.19,126,False,False,False,False
840,2026-05-27 10:45:00,NFLX,ACC0022,BUY,325.94,395,False,False,False,False
17,2026-05-27 10:45:00,AAPL,ACC0047,BUY,319.49,282,False,False,False,False
461,2026-05-27 10:46:00,TSLA,ACC0048,SELL,83.19,130,False,False,False,False
219,2026-05-27 10:47:00,GOOG,ACC0009,SELL,350.01,154,False,False,False,False
596,2026-05-27 10:47:00,JPM,ACC0050,SELL,386.43,400,False,False,False,False
346,2026-05-27 10:47:00,AMZN,ACC0046,BUY,295.17,511,False,False,False,False
18,2026-05-27 10:47:00,AAPL,ACC0002,BUY,319.89,325,False,False,False,False
702,2026-05-27 10:48:00,XOM,ACC0003,BUY,316.38,106,False,False,False,False
841,2026-05-27 10:48:00,NFLX,ACC0033,SELL,325.03,164,False,False,False,False
462,2026-05-27 10:49:00,TSLA,ACC0051,BUY,82.93,197,False,False,False,False
220,2026-05-27 10:49:00,GOOG,ACC0023,BUY,351.0,213,False,False,False,False
347,2026-05-27 10:49:00,AMZN,ACC0043,BUY,295.05,116,False,False,False,False
842,2026-05-27 10:50:00,NFLX,ACC0020,SELL,325.43,138,False,False,False,False
597,2026-05-27 10:51:00,JPM,ACC0051,BUY,386.26,845,False,False,False,False
703,2026-05-27 10:51:00,XOM,ACC0007,BUY,316.09,458,False,False,False,False
222,2026-05-27 10:52:00,GOOG,ACC0008,SELL,351.65,914,False,False,False,False
221,2026-05-27 10:52:00,GOOG,ACC0032,SELL,351.04,245,False,False,False,False
598,2026-05-27 10:52:00,JPM,ACC0009,SELL,386.32,606,False,False,False,False
349,2026-05-27 10:53:00,AMZN,ACC0030,BUY,293.03,90,False,False,False,False
348,2026-05-27 10:53:00,AMZN,ACC0001,BUY,294.33,295,False,False,False,False
463,2026-05-27 10:54:00,TSLA,ACC0013,SELL,82.98,170,False,False,False,False
128,2026-05-27 10:54:00,MSFT,ACC0038,BUY,204.12,215,False,False,False,False
704,2026-05-27 10:54:00,XOM,ACC0027,BUY,316.76,731,False,False,False,False
464,2026-05-27 10:54:00,TSLA,ACC0036,BUY,82.91,576,False,False,False,False
705,2026-05-27 10:55:00,XOM,ACC0033,BUY,316.37,862,False,False,False,False
706,2026-05-27 10:55:00,XOM,ACC0000,SELL,316.21,120,False,False,False,False
129,2026-05-27 10:55:00,MSFT,ACC0052,SELL,203.81,430,False,False,False,False
707,2026-05-27 10:56:00,XOM,ACC0028,SELL,316.51,130,False,False,False,False
465,2026-05-27 10:56:00,TSLA,ACC0055,BUY,82.99,96,False,False,False,False
350,2026-05-27 10:56:00,AMZN,ACC0044,BUY,292.73,326,False,False,False,False
843,2026-05-27 10:56:00,NFLX,ACC0042,SELL,324.82,431,False,False,False,False
708,2026-05-27 10:57:00,XOM,ACC0021,SELL,315.92,368,False,False,False,False
351,2026-05-27 10:57:00,AMZN,ACC0035,SELL,292.67,308,False,False,False,False
466,2026-05-27 10:57:00,TSLA,ACC0011,SELL,83.01,168,False,False,False,False
20,2026-05-27 10:58:00,AAPL,ACC0055,BUY,318.66,406,False,False,False,False
19,2026-05-27 10:58:00,AAPL,ACC0017,SELL,319.32,146,False,False,False,False
467,2026-05-27 10:59:00,TSLA,ACC0054,SELL,83.07,380,False,False,False,False
223,2026-05-27 11:00:00,GOOG,ACC0009,BUY,351.04,228,False,False,False,False
599,2026-05-27 11:01:00,JPM,ACC0022,BUY,386.31,1051,False,False,False,False
844,2026-05-27 11:02:00,NFLX,ACC0047,BUY,324.64,931,False,False,False,False
468,2026-05-27 11:02:00,TSLA,ACC0028,SELL,83.22,21,False,False,False,False
352,2026-05-27 11:03:00,AMZN,ACC0016,BUY,293.34,191,False,False,False,False
353,2026-05-27 11:03:00,AMZN,ACC0028,SELL,293.56,224,False,False,False,False
21,2026-05-27 11:03:00,AAPL,ACC0028,BUY,317.96,108,False,False,False,False
709,2026-05-27 11:03:00,XOM,ACC0047,BUY,315.95,386,False,False,False,False
23805,2026-05-27 11:04:00,AAPL,ACC9001,BUY,165.83,500,True,False,False,True
845,2026-05-27 11:04:00,NFLX,ACC0012,SELL,323.89,236,False,False,False,False
23806,2026-05-27 11:04:30,AAPL,ACC9002,SELL,165.83,500,True,False,False,True
224,2026-05-27 11:05:00,GOOG,ACC0000,SELL,351.5,289,False,False,False,False
354,2026-05-27 11:05:00,AMZN,ACC0011,SELL,294.21,223,False,False,False,False
710,2026-05-27 11:05:00,XOM,ACC0028,BUY,315.44,53,False,False,False,False
22,2026-05-27 11:05:00,AAPL,ACC0046,SELL,318.91,2517,False,False,False,False
23807,2026-05-27 11:06:00,AAPL,ACC9003,BUY,165.8,500,True,False,False,True
130,2026-05-27 11:06:00,MSFT,ACC0020,SELL,203.98,310,False,False,False,False
23808,2026-05-27 11:06:30,AAPL,ACC9002,SELL,165.8,500,True,False,False,True
469,2026-05-27 11:07:00,TSLA,ACC0025,BUY,83.18,75,False,False,False,False
470,2026-05-27 11:07:00,TSLA,ACC0031,SELL,83.31,52,False,False,False,False
23809,2026-05-27 11:08:00,AAPL,ACC9001,BUY,165.84,500,True,False,False,True
225,2026-05-27 11:08:00,GOOG,ACC0019,SELL,352.13,308,False,False,False,False
23810,2026-05-27 11:08:30,AAPL,ACC9002,SELL,165.84,500,True,False,False,True
131,2026-05-27 11:09:00,MSFT,ACC0018,SELL,203.95,191,False,False,False,False
846,2026-05-27 11:09:00,NFLX,ACC0034,SELL,322.91,271,False,False,False,False
132,2026-05-27 11:10:00,MSFT,ACC0035,BUY,203.57,120,False,False,False,False
23811,2026-05-27 11:10:00,AAPL,ACC9001,BUY,165.82,500,True,False,False,True
23812,2026-05-27 11:10:30,AAPL,ACC9002,SELL,165.82,500,True,False,False,True
711,2026-05-27 11:11:00,XOM,ACC0007,BUY,314.38,84,False,False,False,False
23813,2026-05-27 11:12:00,AAPL,ACC9001,BUY,165.85,500,True,False,False,True
471,2026-05-27 11:12:00,TSLA,ACC0028,SELL,83.16,153,False,False,False,False
600,2026-05-27 11:12:00,JPM,ACC0051,SELL,386.91,108,False,False,False,False
601,2026-05-27 11:12:00,JPM,ACC0023,BUY,386.35,111,False,False,False,False
23814,2026-05-27 11:12:30,AAPL,ACC9002,SELL,165.85,500,True,False,False,True
226,2026-05-27 11:13:00,GOOG,ACC0008,SELL,352.31,23,False,False,False,False
227,2026-05-27 11:14:00,GOOG,ACC0049,SELL,351.4,351,False,False,False,False
23815,2026-05-27 11:14:00,AAPL,ACC9001,BUY,165.8,500,True,False,False,True
23816,2026-05-27 11:14:30,AAPL,ACC9003,SELL,165.8,500,True,False,False,True
355,2026-05-27 11:15:00,AMZN,ACC0051,SELL,294.99,325,False,False,False,False
133,2026-05-27 11:15:00,MSFT,ACC0023,BUY,203.67,254,False,False,False,False
23817,2026-05-27 11:16:00,AAPL,ACC9001,BUY,165.81,500,True,False,False,True
228,2026-05-27 11:16:00,GOOG,ACC0055,SELL,350.79,138,False,False,False,False
23818,2026-05-27 11:16:30,AAPL,ACC9003,SELL,165.81,500,True,False,False,True
848,2026-05-27 11:17:00,NFLX,ACC0023,SELL,323.01,653,False,False,False,False
602,2026-05-27 11:17:00,JPM,ACC0055,SELL,386.93,220,False,False,False,False
23,2026-05-27 11:17:00,AAPL,ACC0048,BUY,318.44,44,False,False,False,False
847,2026-05-27 11:17:00,NFLX,ACC0048,SELL,322.94,268,False,False,False,False
712,2026-05-27 11:18:00,XOM,ACC0048,BUY,314.56,312,False,False,False,False
24,2026-05-27 11:18:00,AAPL,ACC0016,BUY,318.24,149,False,False,False,False
134,2026-05-27 11:18:00,MSFT,ACC0010,SELL,203.9,215,False,False,False,False
23819,2026-05-27 11:18:00,AAPL,ACC9001,BUY,165.8,500,True,False,False,True
23820,2026-05-27 11:18:30,AAPL,ACC9002,SELL,165.8,500,True,False,False,True
23821,2026-05-27 11:20:00,AAPL,ACC9002,BUY,165.84,500,True,False,False,True
356,2026-05-27 11:20:00,AMZN,ACC0035,SELL,294.67,123,False,False,False,False
713,2026-05-27 11:20:00,XOM,ACC0038,BUY,314.92,609,False,False,False,False
23822,2026-05-27 11:20:30,AAPL,ACC9003,SELL,165.84,500,True,False,False,True
603,2026-05-27 11:21:00,JPM,ACC0053,SELL,386.37,442,False,False,False,False
472,2026-05-27 11:21:00,TSLA,ACC0022,BUY,83.27,439,False,False,False,False
473,2026-05-27 11:22:00,TSLA,ACC0013,BUY,83.16,688,False,False,False,False
605,2026-05-27 11:22:00,JPM,ACC0040,BUY,388.35,159,False,False,False,False
604,2026-05-27 11:22:00,JPM,ACC0037,SELL,387.87,181,False,False,False,False
23823,2026-05-27 11:22:00,AAPL,ACC9003,BUY,165.82,500,True,False,False,True
25,2026-05-27 11:22:00,AAPL,ACC0032,SELL,318.75,277,False,False,False,False
23824,2026-05-27 11:22:30,AAPL,ACC9001,SELL,165.82,500,True,False,False,True
849,2026-05-27 11:23:00,NFLX,ACC0000,BUY,323.52,111,False,False,False,False
606,2026-05-27 11:23:00,JPM,ACC0003,SELL,388.67,126,False,False,False,False
23825,2026-05-27 11:24:00,AAPL,ACC9001,BUY,165.83,500,True,False,False,True
850,2026-05-27 11:24:00,NFLX,ACC0027,SELL,323.71,331,False,False,False,False
607,2026-05-27 11:24:00,JPM,ACC0031,BUY,389.25,150,False,False,False,False
229,2026-05-27 11:24:00,GOOG,ACC0020,SELL,351.97,244,False,False,False,False
23826,2026-05-27 11:24:30,AAPL,ACC9002,SELL,165.83,500,True,False,False,True
714,2026-05-27 11:26:00,XOM,ACC0052,SELL,315.16,274,False,False,False,False
135,2026-05-27 11:27:00,MSFT,ACC0008,BUY,204.07,284,False,False,False,False
608,2026-05-27 11:27:00,JPM,ACC0019,BUY,388.13,89,False,False,False,False
136,2026-05-27 11:28:00,MSFT,ACC0035,SELL,204.15,119,False,False,False,False
357,2026-05-27 11:28:00,AMZN,ACC0025,BUY,294.69,87,False,False,False,False
609,2026-05-27 11:29:00,JPM,ACC0050,BUY,387.44,139,False,False,False,False
474,2026-05-27 11:30:00,TSLA,ACC0011,BUY,83.36,238,False,False,False,False
851,2026-05-27 11:31:00,NFLX,ACC0016,SELL,324.09,67,False,False,False,False
26,2026-05-27 11:31:00,AAPL,ACC0008,BUY,317.95,165,False,False,False,False
610,2026-05-27 11:31:00,JPM,ACC0048,SELL,387.18,704,False,False,False,False
