trade_id,timestamp,ticker,account_id,side,price,volume
577,2026-05-27 09:55:00,JPM,ACC0033,SELL,391.25,237
578,2026-05-27 09:56:00,JPM,ACC0031,BUY,390.56,42
579,2026-05-27 09:56:00,JPM,ACC0033,SELL,391.27,860
580,2026-05-27 09:56:00,JPM,ACC0011,BUY,390.68,184
4,2026-05-27 09:56:00,AAPL,ACC0016,SELL,321.26,173
327,2026-05-27 09:56:00,AMZN,ACC0034,SELL,293.25,509
815,2026-05-27 09:56:00,NFLX,ACC0033,SELL,327.27,171
816,2026-05-27 09:57:00,NFLX,ACC0052,SELL,327.59,212
110,2026-05-27 09:57:00,MSFT,ACC0021,SELL,203.95,263
448,2026-05-27 09:58:00,TSLA,ACC0006,SELL,83.21,47
685,2026-05-27 09:58:00,XOM,ACC0037,BUY,318.47,246
447,2026-05-27 09:58:00,TSLA,ACC0020,SELL,83.37,494
581,2026-05-27 09:59:00,JPM,ACC0032,SELL,391.55,599
5,2026-05-27 09:59:00,AAPL,ACC0025,BUY,321.57,191
686,2026-05-27 09:59:00,XOM,ACC0022,SELL,318.25,799
328,2026-05-27 09:59:00,AMZN,ACC0030,SELL,293.63,180
817,2026-05-27 10:01:00,NFLX,ACC0008,SELL,328.01,214
582,2026-05-27 10:01:00,JPM,ACC0045,BUY,391.03,459
687,2026-05-27 10:01:00,XOM,ACC0057,SELL,317.88,161
688,2026-05-27 10:01:00,XOM,ACC0025,SELL,317.6,383
329,2026-05-27 10:02:00,AMZN,ACC0017,SELL,294.22,662
449,2026-05-27 10:02:00,TSLA,ACC0045,BUY,83.16,415
450,2026-05-27 10:03:00,TSLA,ACC0041,BUY,83.19,192
111,2026-05-27 10:03:00,MSFT,ACC0016,BUY,203.93,213
818,2026-05-27 10:03:00,NFLX,ACC0043,SELL,328.57,454
819,2026-05-27 10:03:00,NFLX,ACC0006,SELL,328.66,456
204,2026-05-27 10:04:00,GOOG,ACC0000,SELL,350.4,305
689,2026-05-27 10:04:00,XOM,ACC0024,BUY,317.88,146
583,2026-05-27 10:04:00,JPM,ACC0007,SELL,390.96,875
112,2026-05-27 10:05:00,MSFT,ACC0047,SELL,203.67,416
205,2026-05-27 10:05:00,GOOG,ACC0028,BUY,350.44,53
820,2026-05-27 10:05:00,NFLX,ACC0002,SELL,328.8,390
6,2026-05-27 10:05:00,AAPL,ACC0048,SELL,321.39,180
206,2026-05-27 10:06:00,GOOG,ACC0018,SELL,350.43,205
113,2026-05-27 10:06:00,MSFT,ACC0033,BUY,203.78,194
822,2026-05-27 10:06:00,NFLX,ACC0059,SELL,327.74,178
821,2026-05-27 10:06:00,NFLX,ACC0052,SELL,328.67,248
690,2026-05-27 10:06:00,XOM,ACC0024,SELL,318.29,111
584,2026-05-27 10:07:00,JPM,ACC0003,SELL,389.53,366
7,2026-05-27 10:07:00,AAPL,ACC0054,BUY,321.63,168
823,2026-05-27 10:07:00,NFLX,ACC0008,BUY,327.62,361
330,2026-05-27 10:07:00,AMZN,ACC0037,SELL,293.55,474
451,2026-05-27 10:07:00,TSLA,ACC0003,SELL,83.1,213
207,2026-05-27 10:08:00,GOOG,ACC0045,SELL,350.55,522
114,2026-05-27 10:08:00,MSFT,ACC0020,BUY,204.07,56
585,2026-05-27 10:08:00,JPM,ACC0041,SELL,389.48,196
824,2026-05-27 10:09:00,NFLX,ACC0042,SELL,326.82,185
825,2026-05-27 10:09:00,NFLX,ACC0003,SELL,327.2,75
691,2026-05-27 10:09:00,XOM,ACC0053,BUY,318.34,973
692,2026-05-27 10:09:00,XOM,ACC0027,BUY,317.69,147
586,2026-05-27 10:09:00,JPM,ACC0055,SELL,388.58,161
331,2026-05-27 10:09:00,AMZN,ACC0050,SELL,293.54,327
693,2026-05-27 10:10:00,XOM,ACC0032,BUY,317.49,159
208,2026-05-27 10:10:00,GOOG,ACC0024,BUY,349.93,102
826,2026-05-27 10:11:00,NFLX,ACC0021,BUY,327.32,282
452,2026-05-27 10:11:00,TSLA,ACC0013,BUY,83.15,80
694,2026-05-27 10:12:00,XOM,ACC0000,BUY,316.79,456
453,2026-05-27 10:12:00,TSLA,ACC0026,SELL,83.33,555
587,2026-05-27 10:13:00,JPM,ACC0041,BUY,387.65,417
115,2026-05-27 10:14:00,MSFT,ACC0024,BUY,203.46,73
332,2026-05-27 10:14:00,AMZN,ACC0012,SELL,293.62,308
8,2026-05-27 10:14:00,AAPL,ACC0030,BUY,321.84,416
333,2026-05-27 10:15:00,AMZN,ACC0058,BUY,292.35,189
827,2026-05-27 10:15:00,NFLX,ACC0031,SELL,327.36,342
695,2026-05-27 10:15:00,XOM,ACC0024,SELL,317.19,71
334,2026-05-27 10:16:00,AMZN,ACC0006,BUY,291.58,263
454,2026-05-27 10:16:00,TSLA,ACC0035,SELL,83.35,207
116,2026-05-27 10:16:00,MSFT,ACC0022,BUY,203.24,73
696,2026-05-27 10:16:00,XOM,ACC0001,BUY,316.7,246
588,2026-05-27 10:17:00,JPM,ACC0029,BUY,387.62,50
117,2026-05-27 10:18:00,MSFT,ACC0026,BUY,203.07,1696
335,2026-05-27 10:19:00,AMZN,ACC0005,SELL,291.73,117
9,2026-05-27 10:20:00,AAPL,ACC0036,BUY,321.64,229
336,2026-05-27 10:20:00,AMZN,ACC0018,BUY,292.38,158
118,2026-05-27 10:20:00,MSFT,ACC0046,BUY,203.21,70
209,2026-05-27 10:21:00,GOOG,ACC0008,SELL,349.71,33
589,2026-05-27 10:21:00,JPM,ACC0009,SELL,387.8,120
829,2026-05-27 10:21:00,NFLX,ACC0059,BUY,327.58,160
828,2026-05-27 10:21:00,NFLX,ACC0054,BUY,326.96,185
119,2026-05-27 10:22:00,MSFT,ACC0040,SELL,203.25,228
697,2026-05-27 10:22:00,XOM,ACC0038,SELL,317.58,1140
830,2026-05-27 10:22:00,NFLX,ACC0035,BUY,327.66,233
831,2026-05-27 10:23:00,NFLX,ACC0035,BUY,327.2,360
337,2026-05-27 10:23:00,AMZN,ACC0009,SELL,293.2,396
590,2026-05-27 10:24:00,JPM,ACC0051,SELL,387.54,211
10,2026-05-27 10:24:00,AAPL,ACC0021,SELL,321.0,110
338,2026-05-27 10:24:00,AMZN,ACC0002,BUY,293.45,79
11,2026-05-27 10:24:00,AAPL,ACC0045,SELL,320.56,180
832,2026-05-27 10:25:00,NFLX,ACC0001,SELL,327.22,195
833,2026-05-27 10:25:00,NFLX,ACC0040,SELL,327.09,71
120,2026-05-27 10:26:00,MSFT,ACC0012,SELL,203.45,141
455,2026-05-27 10:26:00,TSLA,ACC0054,SELL,83.38,491
591,2026-05-27 10:27:00,JPM,ACC0034,SELL,387.28,536
121,2026-05-27 10:27:00,MSFT,ACC0012,SELL,203.95,112
592,2026-05-27 10:28:00,JPM,ACC0046,BUY,386.88,122
211,2026-05-27 10:28:00,GOOG,ACC0009,SELL,349.11,566
340,2026-05-27 10:28:00,AMZN,ACC0015,SELL,293.66,300
339,2026-05-27 10:28:00,AMZN,ACC0014,BUY,293.36,165
210,2026-05-27 10:28:00,GOOG,ACC0031,BUY,349.27,156
122,2026-05-27 10:29:00,MSFT,ACC0050,BUY,203.89,752
456,2026-05-27 10:29:00,TSLA,ACC0057,BUY,83.3,94
12,2026-05-27 10:30:00,AAPL,ACC0058,BUY,320.92,115
698,2026-05-27 10:30:00,XOM,ACC0036,BUY,317.14,536
458,2026-05-27 10:30:00,TSLA,ACC0006,SELL,83.19,436
457,2026-05-27 10:30:00,TSLA,ACC0057,BUY,83.39,1040
212,2026-05-27 10:30:00,GOOG,ACC0050,BUY,348.65,358
593,2026-05-27 10:30:00,JPM,ACC0006,SELL,386.67,36
123,2026-05-27 10:30:00,MSFT,ACC0002,BUY,204.33,271
124,2026-05-27 10:31:00,MSFT,ACC0026,SELL,204.22,115
213,2026-05-27 10:32:00,GOOG,ACC0022,BUY,348.71,217
834,2026-05-27 10:32:00,NFLX,ACC0001,SELL,326.81,243
13,2026-05-27 10:32:00,AAPL,ACC0007,BUY,320.46,186
341,2026-05-27 10:32:00,AMZN,ACC0032,SELL,293.89,175
699,2026-05-27 10:33:00,XOM,ACC0007,SELL,316.67,363
342,2026-05-27 10:33:00,AMZN,ACC0007,BUY,293.2,670
214,2026-05-27 10:34:00,GOOG,ACC0013,BUY,348.38,1271
700,2026-05-27 10:34:00,XOM,ACC0023,BUY,316.78,637
14,2026-05-27 10:34:00,AAPL,ACC0027,BUY,320.67,295
459,2026-05-27 10:35:00,TSLA,ACC0021,SELL,83.2,49
594,2026-05-27 10:36:00,JPM,ACC0010,SELL,386.15,863
125,2026-05-27 10:37:00,MSFT,ACC0011,BUY,204.36,69
835,2026-05-27 10:37:00,NFLX,ACC0002,SELL,326.67,113
595,2026-05-27 10:38:00,JPM,ACC0013,SELL,386.79,724
215,2026-05-27 10:39:00,GOOG,ACC0053,BUY,348.42,103
836,2026-05-27 10:40:00,NFLX,ACC0015,SELL,326.78,317
460,2026-05-27 10:40:00,TSLA,ACC0031,SELL,83.07,287
15,2026-05-27 10:41:00,AAPL,ACC0029,BUY,319.97,259
216,2026-05-27 10:41:00,GOOG,ACC0011,SELL,348.63,381
701,2026-05-27 10:41:00,XOM,ACC0035,SELL,316.7,588
126,2026-05-27 10:41:00,MSFT,ACC0017,BUY,204.71,36
217,2026-05-27 10:42:00,GOOG,ACC0014,SELL,349.23,772
343,2026-05-27 10:42:00,AMZN,ACC0020,SELL,294.18,542
16,2026-05-27 10:43:00,AAPL,ACC0043,SELL,319.98,881
838,2026-05-27 10:43:00,NFLX,ACC0023,BUY,326.5,70
345,2026-05-27 10:43:00,AMZN,ACC0032,SELL,294.81,282
837,2026-05-27 10:43:00,NFLX,ACC0027,SELL,326.74,344
344,2026-05-27 10:43:00,AMZN,ACC0007,BUY,294.19,205
839,2026-05-27 10:44:00,NFLX,ACC0018,BUY,325.65,129
218,2026-05-27 10:44:00,GOOG,ACC0017,SELL,349.95,54
127,2026-05-27 10:45:00,MSFT,ACC0051,SELL,204.19,126
840,2026-05-27 10:45:00,NFLX,ACC0022,BUY,325.94,395
17,2026-05-27 10:45:00,AAPL,ACC0047,BUY,319.49,282
461,2026-05-27 10:46:00,TSLA,ACC0048,SELL,83.19,130
219,2026-05-27 10:47:00,GOOG,ACC0009,SELL,350.01,154
596,2026-05-27 10:47:00,JPM,ACC0050,SELL,386.43,400
346,2026-05-27 10:47:00,AMZN,ACC0046,BUY,295.17,511
18,2026-05-27 10:47:00,AAPL,ACC0002,BUY,319.89,325
702,2026-05-27 10:48:00,XOM,ACC0003,BUY,316.38,106
841,2026-05-27 10:48:00,NFLX,ACC0033,SELL,325.03,164
462,2026-05-27 10:49:00,TSLA,ACC0051,BUY,82.93,197
220,2026-05-27 10:49:00,GOOG,ACC0023,BUY,351.0,213
347,2026-05-27 10:49:00,AMZN,ACC0043,BUY,295.05,116
842,2026-05-27 10:50:00,NFLX,ACC0020,SELL,325.43,138
597,2026-05-27 10:51:00,JPM,ACC0051,BUY,386.26,845
703,2026-05-27 10:51:00,XOM,ACC0007,BUY,316.09,458
222,2026-05-27 10:52:00,GOOG,ACC0008,SELL,351.65,914
221,2026-05-27 10:52:00,GOOG,ACC0032,SELL,351.04,245
598,2026-05-27 10:52:00,JPM,ACC0009,SELL,386.32,606
349,2026-05-27 10:53:00,AMZN,ACC0030,BUY,293.03,90
348,2026-05-27 10:53:00,AMZN,ACC0001,BUY,294.33,295
463,2026-05-27 10:54:00,TSLA,ACC0013,SELL,82.98,170
128,2026-05-27 10:54:00,MSFT,ACC0038,BUY,204.12,215
704,2026-05-27 10:54:00,XOM,ACC0027,BUY,316.76,731
464,2026-05-27 10:54:00,TSLA,ACC0036,BUY,82.91,576
705,2026-05-27 10:55:00,XOM,ACC0033,BUY,316.37,862
706,2026-05-27 10:55:00,XOM,ACC0000,SELL,316.21,120
129,2026-05-27 10:55:00,MSFT,ACC0052,SELL,203.81,430
707,2026-05-27 10:56:00,XOM,ACC0028,SELL,316.51,130
465,2026-05-27 10:56:00,TSLA,ACC0055,BUY,82.99,96
350,2026-05-27 10:56:00,AMZN,ACC0044,BUY,292.73,326
843,2026-05-27 10:56:00,NFLX,ACC0042,SELL,324.82,431
708,2026-05-27 10:57:00,XOM,ACC0021,SELL,315.92,368
351,2026-05-27 10:57:00,AMZN,ACC0035,SELL,292.67,308
466,2026-05-27 10:57:00,TSLA,ACC0011,SELL,83.01,168
20,2026-05-27 10:58:00,AAPL,ACC0055,BUY,318.66,406
19,2026-05-27 10:58:00,AAPL,ACC0017,SELL,319.32,146
467,2026-05-27 10:59:00,TSLA,ACC0054,SELL,83.07,380
223,2026-05-27 11:00:00,GOOG,ACC0009,BUY,351.04,228
599,2026-05-27 11:01:00,JPM,ACC0022,BUY,386.31,1051
844,2026-05-27 11:02:00,NFLX,ACC0047,BUY,324.64,931
468,2026-05-27 11:02:00,TSLA,ACC0028,SELL,83.22,21
352,2026-05-27 11:03:00,AMZN,ACC0016,BUY,293.34,191
353,2026-05-27 11:03:00,AMZN,ACC0028,SELL,293.56,224
21,2026-05-27 11:03:00,AAPL,ACC0028,BUY,317.96,108
709,2026-05-27 11:03:00,XOM,ACC0047,BUY,315.95,386
23805,2026-05-27 11:04:00,AAPL,ACC9001,BUY,165.83,500
845,2026-05-27 11:04:00,NFLX,ACC0012,SELL,323.89,236
23806,2026-05-27 11:04:30,AAPL,ACC9002,SELL,165.83,500
224,2026-05-27 11:05:00,GOOG,ACC0000,SELL,351.5,289
354,2026-05-27 11:05:00,AMZN,ACC0011,SELL,294.21,223
710,2026-05-27 11:05:00,XOM,ACC0028,BUY,315.44,53
22,2026-05-27 11:05:00,AAPL,ACC0046,SELL,318.91,2517
23807,2026-05-27 11:06:00,AAPL,ACC9003,BUY,165.8,500
130,2026-05-27 11:06:00,MSFT,ACC0020,SELL,203.98,310
23808,2026-05-27 11:06:30,AAPL,ACC9002,SELL,165.8,500
469,2026-05-27 11:07:00,TSLA,ACC0025,BUY,83.18,75
470,2026-05-27 11:07:00,TSLA,ACC0031,SELL,83.31,52
23809,2026-05-27 11:08:00,AAPL,ACC9001,BUY,165.84,500
225,2026-05-27 11:08:00,GOOG,ACC0019,SELL,352.13,308
23810,2026-05-27 11:08:30,AAPL,ACC9002,SELL,165.84,500
131,2026-05-27 11:09:00,MSFT,ACC0018,SELL,203.95,191
846,2026-05-27 11:09:00,NFLX,ACC0034,SELL,322.91,271
132,2026-05-27 11:10:00,MSFT,ACC0035,BUY,203.57,120
23811,2026-05-27 11:10:00,AAPL,ACC9001,BUY,165.82,500
23812,2026-05-27 11:10:30,AAPL,ACC9002,SELL,165.82,500
711,2026-05-27 11:11:00,XOM,ACC0007,BUY,314.38,84
23813,2026-05-27 11:12:00,AAPL,ACC9001,BUY,165.85,500
471,2026-05-27 11:12:00,TSLA,ACC0028,SELL,83.16,153
600,2026-05-27 11:12:00,JPM,ACC0051,SELL,386.91,108
601,2026-05-27 11:12:00,JPM,ACC0023,BUY,386.35,111
23814,2026-05-27 11:12:30,AAPL,ACC9002,SELL,165.85,500
226,2026-05-27 11:13:00,GOOG,ACC0008,SELL,352.31,23
227,2026-05-27 11:14:00,GOOG,ACC0049,SELL,351.4,351
23815,2026-05-27 11:14:00,AAPL,ACC9001,BUY,165.8,500
23816,2026-05-27 11:14:30,AAPL,ACC9003,SELL,165.8,500
355,2026-05-27 11:15:00,AMZN,ACC0051,SELL,294.99,325
133,2026-05-27 11:15:00,MSFT,ACC0023,BUY,203.67,254
23817,2026-05-27 11:16:00,AAPL,ACC9001,BUY,165.81,500
228,2026-05-27 11:16:00,GOOG,ACC0055,SELL,350.79,138
23818,2026-05-27 11:16:30,AAPL,ACC9003,SELL,165.81,500
848,2026-05-27 11:17:00,NFLX,ACC0023,SELL,323.01,653
602,2026-05-27 11:17:00,JPM,ACC0055,SELL,386.93,220
23,2026-05-27 11:17:00,AAPL,ACC0048,BUY,318.44,44
847,2026-05-27 11:17:00,NFLX,ACC0048,SELL,322.94,268
712,2026-05-27 11:18:00,XOM,ACC0048,BUY,314.56,312
24,2026-05-27 11:18:00,AAPL,ACC0016,BUY,318.24,149
134,2026-05-27 11:18:00,MSFT,ACC0010,SELL,203.9,215
23819,2026-05-27 11:18:00,AAPL,ACC9001,BUY,165.8,500
23820,2026-05-27 11:18:30,AAPL,ACC9002,SELL,165.8,500
23821,2026-05-27 11:20:00,AAPL,ACC9002,BUY,165.84,500
356,2026-05-27 11:20:00,AMZN,ACC0035,SELL,294.67,123
713,2026-05-27 11:20:00,XOM,ACC0038,BUY,314.92,609
23822,2026-05-27 11:20:30,AAPL,ACC9003,SELL,165.84,500
603,2026-05-27 11:21:00,JPM,ACC0053,SELL,386.37,442
472,2026-05-27 11:21:00,TSLA,ACC0022,BUY,83.27,439
473,2026-05-27 11:22:00,TSLA,ACC0013,BUY,83.16,688
605,2026-05-27 11:22:00,JPM,ACC0040,BUY,388.35,159
604,2026-05-27 11:22:00,JPM,ACC0037,SELL,387.87,181
23823,2026-05-27 11:22:00,AAPL,ACC9003,BUY,165.82,500
25,2026-05-27 11:22:00,AAPL,ACC0032,SELL,318.75,277
23824,2026-05-27 11:22:30,AAPL,ACC9001,SELL,165.82,500
849,2026-05-27 11:23:00,NFLX,ACC0000,BUY,323.52,111
606,2026-05-27 11:23:00,JPM,ACC0003,SELL,388.67,126
23825,2026-05-27 11:24:00,AAPL,ACC9001,BUY,165.83,500
850,2026-05-27 11:24:00,NFLX,ACC0027,SELL,323.71,331
607,2026-05-27 11:24:00,JPM,ACC0031,BUY,389.25,150
229,2026-05-27 11:24:00,GOOG,ACC0020,SELL,351.97,244
23826,2026-05-27 11:24:30,AAPL,ACC9002,SELL,165.83,500
714,2026-05-27 11:26:00,XOM,ACC0052,SELL,315.16,274
135,2026-05-27 11:27:00,MSFT,ACC0008,BUY,204.07,284
608,2026-05-27 11:27:00,JPM,ACC0019,BUY,388.13,89
136,2026-05-27 11:28:00,MSFT,ACC0035,SELL,204.15,119
357,2026-05-27 11:28:00,AMZN,ACC0025,BUY,294.69,87
609,2026-05-27 11:29:00,JPM,ACC0050,BUY,387.44,139
474,2026-05-27 11:30:00,TSLA,ACC0011,BUY,83.36,238
851,2026-05-27 11:31:00,NFLX,ACC0016,SELL,324.09,67
26,2026-05-27 11:31:00,AAPL,ACC0008,BUY,317.95,165
610,2026-05-27 11:31:00,JPM,ACC0048,SELL,387.18,704
852,2026-05-27 11:31:00,NFLX,ACC0054,BUY,323.92,266
715,2026-05-27 11:32:00,XOM,ACC0041,BUY,315.0,127
716,2026-05-27 11:33:00,XOM,ACC0009,BUY,314.69,144
853,2026-05-27 11:34:00,NFLX,ACC0036,SELL,323.61,265
475,2026-05-27 11:35:00,TSLA,ACC0051,BUY,83.26,88
854,2026-05-27 11:35:00,NFLX,ACC0035,SELL,324.54,1194
855,2026-05-27 11:36:00,NFLX,ACC0022,BUY,324.36,592
611,2026-05-27 11:36:00,JPM,ACC0022,SELL,386.91,173
476,2026-05-27 11:37:00,TSLA,ACC0032,BUY,83.11,42
27,2026-05-27 11:37:00,AAPL,ACC0056,BUY,318.08,1006
856,2026-05-27 11:37:00,NFLX,ACC0029,BUY,324.16,535
358,2026-05-27 11:38:00,AMZN,ACC0020,BUY,294.06,59
717,2026-05-27 11:38:00,XOM,ACC0055,BUY,315.15,260
28,2026-05-27 11:38:00,AAPL,ACC0046,BUY,317.84,94
477,2026-05-27 11:38:00,TSLA,ACC0009,BUY,83.01,118
612,2026-05-27 11:39:00,JPM,ACC0015,SELL,387.25,118
857,2026-05-27 11:40:00,NFLX,ACC0002,SELL,323.39,429
858,2026-05-27 11:40:00,NFLX,ACC0042,BUY,323.74,787
478,2026-05-27 11:40:00,TSLA,ACC0008,BUY,83.26,255
359,2026-05-27 11:40:00,AMZN,ACC0007,SELL,294.06,40
718,2026-05-27 11:41:00,XOM,ACC0032,BUY,314.89,79
859,2026-05-27 11:42:00,NFLX,ACC0035,SELL,323.28,203
479,2026-05-27 11:42:00,TSLA,ACC0017,SELL,83.18,290
231,2026-05-27 11:43:00,GOOG,ACC0026,BUY,352.8,82
230,2026-05-27 11:43:00,GOOG,ACC0031,SELL,352.82,271
360,2026-05-27 11:44:00,AMZN,ACC0005,BUY,293.98,1308
480,2026-05-27 11:46:00,TSLA,ACC0015,BUY,83.29,93
860,2026-05-27 11:47:00,NFLX,ACC0008,BUY,323.33,79
720,2026-05-27 11:47:00,XOM,ACC0007,SELL,314.64,93
719,2026-05-27 11:47:00,XOM,ACC0015,SELL,314.63,176
861,2026-05-27 11:47:00,NFLX,ACC0019,BUY,323.57,1275
721,2026-05-27 11:48:00,XOM,ACC0036,SELL,314.41,1108
29,2026-05-27 11:48:00,AAPL,ACC0018,SELL,317.5,1343
232,2026-05-27 11:49:00,GOOG,ACC0047,BUY,352.41,512
481,2026-05-27 11:50:00,TSLA,ACC0039,BUY,83.31,146
233,2026-05-27 11:50:00,GOOG,ACC0007,SELL,352.35,292
30,2026-05-27 11:51:00,AAPL,ACC0049,BUY,317.07,515
613,2026-05-27 11:52:00,JPM,ACC0037,BUY,387.37,450
482,2026-05-27 11:52:00,TSLA,ACC0007,BUY,83.28,135
31,2026-05-27 11:52:00,AAPL,ACC0059,BUY,316.99,236
862,2026-05-27 11:53:00,NFLX,ACC0038,BUY,322.65,762
32,2026-05-27 11:54:00,AAPL,ACC0056,SELL,316.78,91
33,2026-05-27 11:54:00,AAPL,ACC0050,SELL,316.86,865
137,2026-05-27 11:54:00,MSFT,ACC0052,SELL,203.7,712
614,2026-05-27 11:54:00,JPM,ACC0010,BUY,388.43,120
361,2026-05-27 11:54:00,AMZN,ACC0057,SELL,294.74,350
863,2026-05-27 11:54:00,NFLX,ACC0033,SELL,322.5,587
362,2026-05-27 11:55:00,AMZN,ACC0010,BUY,294.79,318
864,2026-05-27 11:55:00,NFLX,ACC0030,SELL,321.87,398
615,2026-05-27 11:56:00,JPM,ACC0046,SELL,388.37,223
138,2026-05-27 11:56:00,MSFT,ACC0028,SELL,203.81,35
364,2026-05-27 11:56:00,AMZN,ACC0022,SELL,295.25,149
363,2026-05-27 11:56:00,AMZN,ACC0042,BUY,295.17,81
235,2026-05-27 11:57:00,GOOG,ACC0027,SELL,351.08,348
234,2026-05-27 11:57:00,GOOG,ACC0043,SELL,351.82,106
722,2026-05-27 12:00:00,XOM,ACC0052,SELL,314.58,1159
34,2026-05-27 12:01:00,AAPL,ACC0053,SELL,317.0,695
365,2026-05-27 12:01:00,AMZN,ACC0007,BUY,294.78,184
236,2026-05-27 12:04:00,GOOG,ACC0005,SELL,350.27,294
483,2026-05-27 12:04:00,TSLA,ACC0002,BUY,83.27,173
237,2026-05-27 12:04:00,GOOG,ACC0040,SELL,350.6,79
616,2026-05-27 12:04:00,JPM,ACC0049,SELL,388.86,736
484,2026-05-27 12:06:00,TSLA,ACC0025,SELL,83.24,191
485,2026-05-27 12:06:00,TSLA,ACC0001,BUY,83.08,452
617,2026-05-27 12:06:00,JPM,ACC0014,BUY,388.86,469
139,2026-05-27 12:06:00,MSFT,ACC0004,SELL,203.72,103
35,2026-05-27 12:06:00,AAPL,ACC0053,SELL,316.8,592
618,2026-05-27 12:07:00,JPM,ACC0033,BUY,389.31,133
140,2026-05-27 12:07:00,MSFT,ACC0006,SELL,203.36,125
366,2026-05-27 12:07:00,AMZN,ACC0006,BUY,294.92,97
723,2026-05-27 12:08:00,XOM,ACC0029,SELL,315.45,108
865,2026-05-27 12:08:00,NFLX,ACC0037,SELL,322.42,248
238,2026-05-27 12:09:00,GOOG,ACC0010,SELL,350.44,166
